140;870;0
160;120;1
180;120;1
200;120;1
220;120;1
240;120;1
200;220;1
220;220;1
200;219;7
260;120;1
180;220;6
240;220;6
320;280;1
340;280;6
340;300;6
360;280;6
360;300;6
360;320;6
380;280;6
380;300;6
380;320;6
380;340;6
400;280;1
400;300;1
400;320;1
400;340;1
400;360;1
480;420;1
500;400;1
520;400;6
540;400;6
560;400;6
580;400;6
600;400;6
250;55;12
600;425;11
620;420;1
660;500;1
680;500;1
700;500;1
720;500;1
740;500;1
700;599;7
680;600;1
700;600;1
660;600;1
720;600;1
620;660;1
560;720;1
500;780;1
400;780;1
380;780;1
280;780;1
260;780;1
300;780;1
320;780;1
340;780;1
360;780;1
320;815;12
180;840;1
160;840;1
140;840;1
120;840;1
100;840;1

